glassdoor (1)
review-details_overallRating__VDxCx,timestamp_reviewDate__wvu2v,review-details_detailsLink__NxIv5,review-details_detailsLink__NxIv5 href,review-details_employee__5iA6v,review-details_employeeDetails__BvAwX,review-details_isCollapsed__Bsg_9,review-details_isCollapsed__Bsg_9 2,expand-button_ExpandButton__FlBlZ,review-details_location__E_Ine,review-details_isExpanded__bLJng,review-details_isExpanded__bLJng 2
3.0,11 Nov 2023,No concern for well-being of staff,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW81733530.htm,Manager,"Former employee, more than 3 years","Job Security, Good Salary, Annual Increments",Poor work-life balance Eccentric minded managers No concern for staff well-being/ preferences,Show more,Bengaluru,,
4.0,9 Nov 2023,Branch Operations,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW81683498.htm,Branch manager,"Former employee, more than 8 years","Secured Job,PSU Bank. Easy availability of housing loans to employees.",Frequent transfers Branches are mostly located in interior village.,Show more,Mangalore,,
4.0,14 Nov 2023,Great work-life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW81801099.htm,Business operations manager,Former employee,,,,"Gurgaon, Haryana",1) Great Work-Life Balance 2) Good Pay 3) Congenial Colleagues,Not any as such. Loved working here
3.0,7 Aug 2023,Great Job at Poor HR handling organization,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW78925421.htm,Senior manager,"Current employee, more than 8 years","1) Leading Public Sector Bank - Secured Job. 2) If you are a staunch union member, there is no need to work. You will get a good posting and good recognition.",1) Elongated working hours. No Work-Life Balance. 2) Forced to work on Saturdays and Sundays 3) Bossy attitude from superiors. So much pressure on selling several products.,Show more,Calcutta,,
3.0,21 Nov 2023,Psu,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW81988001.htm,Anonymous employee,"Former employee, more than 8 years",,,,Bengaluru,Secured and stable white collared job,"Too much Pressure, no work life balance"
2.0,9 Oct 2023,Poor Employee friendly environment,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW80783004.htm,Employment law manager,"Current employee, more than 5 years",Since PSB hands on experience would be available irrespective of value involved,No employee friendly environment. Pathetic transfer policy. Idiots on top brass leading to lag in all spheres,Show more,Mumbai,,
4.0,6 Nov 2023,Bank life,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW81586473.htm,Manager,"Current employee, more than 3 years",Good value in rural areas.,Huge work pressure and no work-life balance,Show more,Hyderābād,,
1.0,24 Nov 2023,Pathetic Sarkari culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW82075376.htm,Business analyst,Current employee,Big Govt Bank brand and you won't get fired unless you do some blunder,"Countless cons are there. Shittly wlb, petty politics, sub par pay.... Etc.",Show more,,,
4.0,16 Nov 2023,Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW81875839.htm,Manager,Current employee,,,,Bengaluru,Good work life balance and salary,No cons noticed till now
4.0,5 Oct 2023,High work pressure,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW80690534.htm,Banker,Current employee,Permanent job Allowances Social status of PSU,Staff shortage in every department Late working hours Sometimes expected to work on weekends and holidays Random transfers,Show more,,,
4.0,25 Oct 2023,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW81247334.htm,Account manager,Former temporary employee,,,,,It is super. Great experience,Doing good job. We will proceeds all work at a given time
1.0,11 Dec 2023,MSME CREDIT LENDING,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW82495590.htm,Officer scale i,"Current employee, more than 1 year",NO PROS OTHER THAN SALARY,"Work life balance
Worst management
Working all weekends",Show more,Belgaum,,
2.0,17 Oct 2023,PSU Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW81021253.htm,Senior branch manager,"Current employee, more than 8 years",Target based Aggressive work culture,Less Employee centric and more profit oriented,Show more,Meerut,,
5.0,31 Aug 2023,Secure and Versatile Experience,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW79657419.htm,Officer,"Former employee, more than 8 years","You get the Confidence and Respect from the people. You will be jack in all Trades. Your self esteem will take a ride, Company gives various benefits other than Salary.",Unexpected transfers. No communication between employee and management. Pathetic Human Resource support.,Show more,"Jaipur, Rajasthan",,
4.0,30 Oct 2023,Review,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW81392777.htm,Officer,"Former employee, more than 3 years",,,,New Delhi,Exposure to multiple Banking business,Work life Balance Transfer policy
3.0,28 Oct 2023,manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW81342755.htm,Manager,"Current employee, more than 8 years",,,,Bengaluru,secured job with good pay,unstructured and bad hr policy
5.0,19 Sept 2023,"Oversee and manage the legal department, ensuring all legal matters are handled efficiently and effectively",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW80224957.htm,Legal counsel,"Current employee, more than 5 years",you work independently to advise branches,Additional charges without deadlines or a proper recognition,Show more,Bengaluru,,
5.0,14 Oct 2023,Good work atmosphere,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW80940061.htm,Assistant manager,"Current employee, more than 8 years",Good work atmosphere at Bank,Staff shortage in some branches,Show more,Keralassery,,
5.0,16 Oct 2023,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW80967930.htm,Manager,"Current employee, more than 1 year",Friendly atmosphere Timing Work driven,Work life balance less flexibility less growth,Show more,Mumbai,,
4.0,2 Oct 2023,Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW80580646.htm,Manager,"Current employee, more than 1 year",Good company provides equal opportunities to all,transferable job across full length of country,Show more,Bangalore Rural,,
4.0,2 Oct 2023,Good place to work,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW80596983.htm,Officer,Former employee,,,,New Delhi,Stable job with decent pay,Some customers are rude and do not listen
3.0,23 Sept 2023,Public sector,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW80347654.htm,Manager,"Current employee, more than 5 years",,,,Bhopal,Job security and fast promotion,Bad work culture transfer policy pressure long working. Working on holidays
2.0,6 Sept 2023,Better to join as IT officer than as a PO,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW79816660.htm,Network administrator,"Current employee, more than 1 year",,,,Bengaluru,Perks offered and allowances City Posting,No Work life balance Heavy reliance on executives to get the job done
3.0,27 Sept 2023,Okay,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW80445908.htm,Asst manager,"Current employee, more than 5 years",Secured job fixed renumeration respect in society,Work pressure bad culture nowadays,Show more,New Delhi,,
3.0,17 Sept 2023,Work life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW80141331.htm,Assistant manager,"Current employee, more than 5 years",,,,Mumbai,Nothing great. Same as other public sector banks in India,One of the worst work life balance
1.0,11 Aug 2023,Worst culture,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW79081998.htm,Manager,"Current employee, more than 8 years",Nothing as such now a days,"New management change has downgraded the work ethics . You will be harrassed, bullied and scolded for everything which is beyond your control. Favouritism is very much. Union people are only happy people who get preferred posting. Now no job security. Get ready to be humiliated everyday. Top management is worst at the moment.",Show more,,,
4.0,15 Sept 2023,Public sector bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW80103997.htm,Senior manager,Current employee,,,,,"Being a public sector bank, there is job security.",An employee can be transferred anywhere in India.
2.0,23 Aug 2023,Not a PSU anymore,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW79412826.htm,Anonymous employee,"Current employee, more than 5 years",Steady salary increments along with DA compared to other government jobs of same cadre.,Turning into a complete private bank strategy with extreme targets with fewer number of employees,Show more,Thiruvananthapuram,,
4.0,20 Sept 2023,IT Manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW80235134.htm,It manager,"Former employee, more than 8 years",,,,New Delhi,"Secure Government Job, Additional perks","No Work life balance, Frequent location changes"
3.0,15 Aug 2023,As good as any other Public Sector bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW79149482.htm,Manager,"Former employee, more than 5 years","Decent salary and allowances. Respect from society, Strong Union","Too many transfers, Abusive top management",Show more,Manipal,,
5.0,5 Sept 2023,PSB Banking Job,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW79792606.htm,Officer,"Former employee, more than 3 years",,,,,"Job Security, Get to Learn a Lot in Banking","Long Working Hours, Lack of Resources"
4.0,12 Sept 2023,Good,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW79991302.htm,Officer,"Current employee, more than 3 years",Salary in bank industry is good,Targets pressure in the company,Show more,Kottayam,,
3.0,24 Jul 2023,"Pathetic Hr Policies, Internal Politics, Policy get diluted based on favoritism.",https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW78529727.htm,Asst manager,"Former employee, more than 8 years",,,,New Delhi,The day you get your salary credited is the happiest day in the month. Work Pressure is tremendous. No support.,"Pathetic HR policies, Internal Politics, and Policy get diluted based on favoritism."
4.0,26 Aug 2023,Good for employees,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW79515827.htm,Office assistant,"Former employee, more than 1 year",,,,Kāsganj,Good from the perspective of employees. Great opportunities for growth.,Leave issues sometimes Nominal pressure of cross selling
4.0,25 Jun 2023,Assistant Manager with 2+ years of experience in Banking Sector,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW77695182.htm,Universal banker,Current employee,"Canara Bank is an Indian public sector bank based in Bangalore. Established in 1906 at Mangalore by Ammembal Subba Rao Pai, the bank was nationalized in 1969.Canara Bank has achieved a milestone of crossing the total global business of Rs 20,00,000 crore.",More focus on personalized banking.,Show more,,,
3.0,5 Sept 2023,NA,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW79790927.htm,Assistant manager,"Current employee, more than 5 years",,,,Calcutta,Allowances are better than other bank.,"Hectic at times, mcro management is there."
2.0,31 Aug 2023,Not good HR practices,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW79675312.htm,Senior manager,Current employee,It is a govt job,Work culture is not productive,Show more,,,
4.0,3 Sept 2023,Best PSU,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW79724976.htm,Senior manager,Current employee,,,,,Professional Culture and Good Environment,Very Ambitious High Pressure Transferable Job
5.0,1 Aug 2023,Senior manager,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW78754639.htm,Senior manager,"Current employee, more than 5 years",You can contribute to the society real causes.,Transfer policy is bit tough on people,Show more,Bengaluru,,
2.0,25 Aug 2023,Canara bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW79480600.htm,Assistant manager,Current employee,,,,Raxaul,Job security and salary is good. Special loan plans for employees.,Hectic work. No work life balance.
1.0,12 Oct 2023,Extremely Stressful Working Atmosphere,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW80889819.htm,Financial consultant,Current employee,,,,,No pros at all working in this firm.,"Stressful, Poor Management, Unrealistic Targets"
5.0,15 Aug 2023,Third Largest Bank in India,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW79157507.htm,Assistant bank manager,Current employee,,,,,It has very strong foundation,Work pressure is a bit high Compared to salary
4.0,3 Aug 2023,Government Bank,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW78817771.htm,Probationary officer (scale i),"Former employee, more than 3 years","Job Security, Quick Promotion, Allowances, Good HRA","Less Pay, Low skill, good for finance-commerce background",Show more,Mumbai,,
3.0,17 Aug 2023,Typical Bank Job,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW79221230.htm,Manager,Former employee,,,,Hyderābād,Steady job and job security,Poor work life balance and pay
2.0,16 Mar 2023,Poor work life balance,https://www.glassdoor.co.in/Reviews/Employee-Review-Canara-Bank-RVW74585507.htm,Manager,"Current employee, more than 8 years",Like any other PSB/PSU you just get job security. You don't lose your job just because they want a cost cut or just because there is a recession in some part of the world. Health insurance to self and family without paying a single rupee by the the employee.,No work life balance. Targets and pressure. Working on weekends. Expected to work like in corporates but do not compare the salary hikes to them. Poor working environment and infrastructure. Union politics. Promotion and placement depends both on performance and godfathers you have in the top management.,Show more,Hyderābād,,
